Content,sentiment
dreading shopping swimsuit,neutral
soo tired still kinda angry missed concert,negative
stupid competition stuff keep getting way going get word today kill,negative
leaving get angry teethed pulled,negative
wasabi recovering surgery,negative
still sending much tweet philippine tour please,positive
anymore,neutral
mileys gonna quit hannah montanai dont wanna believe,negative
waiting sun come back school called joey sore throat want summer make lunch love all,negative
im grounded tonight hate stupid silent mode,negative
noim tired,neutral
back fucking school,negative
yeah yeah heck anyway sastch year bail lack expense,negative
oh boy going loong day,negative
goal gila last game milan dillematic,negative
um mr deadly sir please follow twitter,neutral
guess ill running little bit accidentally fell asleep,negative
ive got sunburnt knee funny bet theyll sting later fab day though x,positive
ok im going outsidewish playing basketball oh well,positive
modded cant send back red ring death suck took week get mine back microsoft,negative
dennys shut winter mile get one,negative
cry real tear,negative
no launch today teacher changed plan watched stupid move tesla,negative
countdown launch june nd oh temptingly close lovely puter werent faar away,positive
blow torch broken real bummer,negative
pare collection portrait bangbang,neutral
wasnt near,negative
yeah thing arent going well im getting feel like havent felt long long time,negative
admitting dont like action plot like romance plot always make feel like im setting back feminist cause,neutral
nothing really soo bored xx,neutral
getting ready waiting cor picking josh movie dinner trailer perhaps bacck work tomorrow,negative
new car already giving problem cant good sign,negative
forgot lunch no one else ordering stuff boo,negative
hopefully im getting new window tomorrow still using mum lap birthday tomorrow eve facebook doesnt work somehow,neutral
thats great never good jump roping,positive
know think im like dieing,neutral
want real key back,neutral
hmm new sport catalog card jitsu update not appearing,negative
soo tired couldnt get enough sleep,negative
monday wont able love,negative
going home sore eye,negative
ive normal ppl consider night no problem going sleep nightmare waking,negative
day planing work havent leave everything last minuet,negative
ti died dont know,negative
sad im going miss seeing pennywise year,negative
one estate agent next door caught singing along wham,negative
guess u like den hair cut short lol,positive
thats soo pretty mine havnt flowered year,positive
wow still havent gotten,positive
gangstarr exgirl next girl na one mic hold still cant listen guess dont matter,positive
oh no not difficult nut thats market home turf,positive
ive tried nothing worked dont think he bothered sigh,negative
wave would trend higher bing,neutral
wish go im not u,negative
need watch star trek,positive
nou moe stomme bankencrisis shit,negative
well good luck twpp hour time think way home fun,positive
damnit didnt neither win,positive
u burnt sorry back front burnt,negative
not party tonight jig,negative
philippine tour please please please,neutral
end working dc gmu short list master no started sys eng program never finished,negative
link isnt working reason,negative
trying get work done not happy work situation,negative
hate moving,negative
missed cutoff free chocolate eh wellbikini season coming,neutral
officially apt learned stuff crazy neighbor used live across hallscary,positive
soo dropped phone dont text tweet im currently banging face spike covered poison ivy infested wall,negative
oh no kindergarten teacher died mr collinson always remembered every student ever loved lady,positive
fun,positive
missin boo,negative
many wire sort,neutral
dropped sistah lax fb,negative
chicken noodle soup made lunch feel better burned tongue not good day,positive
sitting decking reading psychology note ipod dog far warm,negative
murray got broken,negative
gogoww come cant deal like houston,positive
reeaally though ew hate stocking,negative
go good center parcs else went xx,negative
unc budget cut may rise,negative
enjoying yummy salad missing avocado thats happens husband grocery shop,negative
really want go net,positive
stapler haiku whar night woo hoo yeah beautiful night party oops im stapler,positive
missing lol plaid bud haha damn cant bg right,positive
ram upgradedone ff still slow disabling addons not sure one make cut honest like sophies choice,neutral
not finished bio mol mind map stupid sheet hid section back,negative
killed dill plant happen dill great suddenly dead,negative
aa mcfly,negative
boored learned though,negative
time work,positive
traded ipod brother cellphone phone died e,negative
degree gorgeous im stuck library midterm hour lame,negative
ur linky no worky,negative
sad leaving soon,negative
feel like shit cause couldnt sleep last night went sleep n bk soo tired,negative
please dont forget french fan,neutral
well took early graduated final stage guinea pig seriously waste time,negative
worst day ever noon,negative
didnt get job keep applying schooli want teach,neutral
listening mendeed discog still think disbanding loss metal,negative
ive not reply topic yet lolz well not somethin could reply yanno,neutral
friend mocking weekend talking,negative
want ghd straightener shipping cost pound no deal,negative
fuck awake hate sickness,negative
cant seem access restuarant city due internet javascript problem,neutral
pulled direction not knowing go,negative
real bad headache,negative
fuccin bacc hurt dragged long blocc piece wood corner garage,negative
hope presentation went well today tweet yr campus tomorrow ill around lunch time onwards,negative
wanna know whats worse coworker brewed fresh cup coffee think bacon,negative
cleaning,neutral
ive waiting time get whenever feel like,negative
son bitchmy medium thing stream music home isnt working cant itunes play music iphone,negative
