Content,sentiment
gonna laundrynever laundry hotel beforei miss reven though ignore even check,sadness
coincidently friend cancelled movie date,sadness
walmart bails sponsorship,hate
youre miami right dont see hand delivery near future unfortunately,worry
woke updont want go work 4,sadness
done geology im really missing favorite sisters especially cant go banquet tonight,sadness
twitter app iphoneipod touch slow though,worry
everyone stop youre help find favorite pen black clicky papermate heart pen fb,worry
im depressed right idk,sadness
srry cant go paintballing tonight good movies,neutral
give 7 day old baby poor thing,neutral
realised angry person georgia groggy uncomfortable still havent driven,hate
shit,hate
holy wow think couldve slept day soooo tired,sadness
im sorry hear loss thoughts prayers family time grief,worry
going go sunday ive got much going weekend,worry
recent experience anything go fear might going indian food good people good,worry
without wings,worry
reinstalling apps company macbook pro assimilated active directory collective,neutral
thanks still waiting dont know whats taking long bad sign good sign,worry
well completely lame im sorry dude,sadness
know,worry
yeah know mwan,sadness
ear popping,hate
got one usb key without fancy packaging,neutral
yayayyayayay toy story 3 coming june 18 2010 though,worry
damn gonna follow son,neutral
seniors last day,sadness
ehhh check dentist app next week though getting molar pulledroot canal,worry
pics arent working twitter,sadness
loads insects attacking time go inside,neutral
sad coz hyd thekas dont beer,sadness
im wish could share problems someone,sadness
thats whole lot rainstorm goin maybe wont go tonight,worry
yeah freakin sucks,worry
oh coo suppose intern dangit sat hows intern life haha,love
nooooooooou never call anymore lolbut ive good toorick ross town might go 2 show 2nite,fun
home sweet home didnt picnic blanket though,happiness
yeah kept rethinking noone knew would want go lol ended didnt buy,relief
u see dont,sadness
agree waiting video buffer finding someone reading loud could faster head,neutral
really think playdoh tastykake brownie,neutral
wife split duties tonightwife headed osu daughters ath trng rcption im son 1s school paper banquetcant make,worry
glad friday 1 week schol left im glad almost summer though,surprise
somebody buy plane ticket home miss girl,worry
sun,sadness
fee pain lady ga ga drive insane oh dear god songs head,worry
elliott claims steak shake monthsnot exciting anymore,worry
arghh found going rock bells cant go,sadness
fb hate try support local bookstore never need,sadness
god 4pm please sooner,neutral
need memorize julius caesar lines,neutral
dallas questions cant direct cause following,worry
yet start paper due tonight motivation,sadness
figures starts raining freed work,sadness
grilled dinner last night seniors final kairos dinner steak spicy mango sausages hot wings grilled vegi corn,neutral
dont think catch god yeah imagine theyre feeling,worry
wish could go rink sorry kayleigh xx,worry
sorry codes posted site,sadness
wish would come prices got great deal mac took 3 weeks research,neutral
well man truck 900 many miles away,sadness
ugh boom boom pow stuck head hate song,hate
found mad men season 3 delayed august,sadness
w00t glad hear though missing watching outside igloo day,sadness
pooooor baby dog chachi surgery todayyyyy,worry
still lose followers people hates world hates maybe read,sadness
im hungrybut theres food mah house,worry
pizza parties went well still invisible might well bag head whatever,neutral
going work,neutral
wanna go prom one day wish u go 2 prom even though im guybut thatwouldmake1of myfriends happy,happiness
one hour till go home commence pouting bahama trip,worry
dont know havent heard lorraine recently,neutral
hate bringing ipod school,sadness
forgot complain southwest preboard families worst part travelling,neutral
pom pup favoring front paw,happiness
best friend vegas without,worry
followillfriday sucks teaching people nice fuckers drooling notion,worry
oh god everyones dying mainly justin depressing,worry
want one wanna give one,neutral
excited tomorrow gotta clean house clean clean clean ahhhhhhh,love
heyy im feeling good cuz wat happened yesterday car accdentt,worry
baby shut,neutral
heavy rain weve 4 wk,worry
want go peaches also miss kittin pendulum chasestatus bloody beetroots fair,sadness
almost grandmas internet never catch twitter,worry
got heart ripped love guys,love
id rather shes going destroy,worry
quick catch missed neighbours poor libby,worry
sad seeing basshunter metroplex weekend,worry
far sick sing ive got post nasal drip sore throat sent sorry wont email,sadness
ok sister going camping im mad work tomorrow fun,love
wish atl,love
aw crap ipod thin gray line across screen didnt drop take good care long dies,worry
helped save runaway dog didnt want friend though,sadness
aw hope feel better,love
last night sucked many bad dreams spiders rogue octupi,worry
aahhhh new pics new moon brill dont think wait 5 months,happiness
fml car prohibiting finding job,hate
bored,worry
oops correction cant seem spell worth darn today,neutral
bad mood,sadness
still shoesless que ardillaaaaaaaaaaaa,worry
welcome let suggest youll love em news algae fish died today,worry
headache headache go away,sadness
sucky sucky homework,worry
excited eat wartermelon bought day terrible sweet,hate
bad day,worry
cant test itmy demo license expired yesterday,sadness
ugh still sick calgary cold lasted forever,sadness
always headache,worry
insomniaa trying sleep 2 hours,worry
booo totally bored,hate
still stupidly sickcancelled philly trip sad day,sadness
wont work keeps disconecting pod officially hate,hate
pure twittering friends hes pure nymph summmit im fantabulous miss yeees guys,hate
least luggage came came back paris airlines lost luggage,worry
sorry think 25 hrs till 2 days,sadness
still feelin like blah 3 hours,sadness
trying resco mobileforms toolkit sample trial messages ruin everything sample bugs running slow poor 1st impression,worry
figured strong guys supposed put heavy things top shelves ouch,surprise
im still thinking fkc meal missed yesterday,sadness
hey jess josh,relief
oo wow f u lionel ull da tha,worry
join club dougie cold x,worry
pouring outside cleaning locker bookbag heavy back arms killing,sadness
oh damn really sucks,hate
bored everyone social life except im babysitting brothers tonight til 10 dunno ill allowed,sadness
shes gone miss kay way already,sadness
twitter slowing today,worry
feelin lonely spendin last 50 hours friends,sadness
im sad got one hiding lmao,worry
tweet,neutral
yeah youve got admire someone takes job satisfaction nth degree,neutral
raining hard,neutral
anyone know call international cell phone france sure dont,neutral
wanna karaoke insteadi get go work lameness,neutral
work,neutral
cleaning time,neutral
one week race cure please donate youre able wish luck 5 mile training run tomorrow,love
think im gay,sadness
yeah course next time icq,happiness
cant today little tanning sesh got much shit next week sure,worry
oh mann likey sadly im bein auctioned twpp tonight,surprise
came home thinking maybe something good eat apparently,sadness
looking special girl im fed bein hurt,sadness
wanna go extra show really bad,neutral
soo tired dont wanna go houston heat,neutral
tom u plans germany answer ur germany fas,neutral
hate going work nights im micro least get work,hate
realized last night idea pns went move hope lost gone forever,worry
need lay cramps suck asshole,hate
nice portland city commissioners vote raise city admin employees city police sheriffs offices cut staff,love
poor week,worry
nice day stuck inside,love
still working fb,neutral
schade tvaddict,neutral
youre going uk take,enthusiasm
gah supposed study sneeze get even tired,worry
3wordsaftersex goodbye innocence,neutral
sad saying im fat tears,sadness
lmao dont fake paris anymore look bio way cant log onto forum,worry
drs beverly hillsdoctors scare crap,sadness
video acceptance speech anything cant watch stream,neutral
britains got talent two episodes left miss buzzers lol,worry
fine ill get miso soup street,neutral
sims 2 owns life lately lol want get sims 3 computer cant support,worry
uh oh,neutral
total bummer lost followers,surprise
start shit leave shit alonetough decision,worry
last free friday,worry
wheres dani babb,worry
wheres dani babb,worry
need tweet editor yes meant,neutral
woo exams nxt wk,happiness
im morning dont know coffee energy drink help get going morning,worry
heather anne parry upto florence nightingale history could take,neutral
ugh im worried history wednesday im freaking much,sadness
im drawing pictures show much miss anyone blame hes 4 hours away frm,worry
